bts_id,siec,standard,lokalizacja
8790,Orange, UMTS LTE 5G ,Sianów   
8791,Orange, UMTS   ,Kępno   
8792,Orange,GSM  LTE  ,Ińsko   
8793,Konkurent_3,GSM UMTS   ,Zabłudów   
8794,Konkurent_2,GSM UMTS   ,Sieradz   
8795,Konkurent_1,GSM UMTS LTE  ,Rzeszów   
8796,Orange,GSM UMTS   ,Okonek   
8797,Konkurent_2,  LTE  ,Działoszyce   
8798,Orange, UMTS LTE  ,Wasilków   
8799,Konkurent_3,GSM  LTE 5G ,Narol   
8800,Konkurent_1,GSM UMTS LTE  ,Bojanowo   
8801,Orange,GSM UMTS   ,Skoczów   
8802,Orange,GSM    ,Kłecko   
8803,Orange,   5G ,Kock   
8804,Konkurent_2,GSM    ,Reszel   
8805,Konkurent_2, UMTS  5G ,Łomianki   
8806,Konkurent_3,GSM UMTS LTE  ,Nowy Sącz  
8807,Orange,  LTE  IOT,Lewin Brzeski  
8808,Orange, UMTS   ,Bisztynek   
8809,Orange,  LTE 5G ,Skarżysko-Kamienna   
8810,Orange,GSM  LTE  ,Czarnków   
8811,Konkurent_2,GSM    ,Gubin   
8812,Konkurent_2, UMTS LTE  ,Trzebiatów   
8813,Orange,GSM    ,Jedwabne   
8814,Konkurent_3,GSM UMTS   ,Bychawa   
8815,Konkurent_2,  LTE  ,Bystrzyca Kłodzka  
8816,Konkurent_1,GSM    ,Szczawnica   
8817,Konkurent_2,GSM UMTS   ,Wałbrzych   
8818,Konkurent_1, UMTS   ,Strzegom   
8819,Konkurent_2, UMTS  5G ,Sośnicowice   
8820,Konkurent_3, UMTS LTE 5G ,Świdnik   
8821,Orange,  LTE  ,Pyskowice   
8822,Orange, UMTS   ,Braniewo   
8823,Konkurent_3,GSM UMTS   ,Olsztynek   
8824,Konkurent_2,GSM   5G ,Pabianice   
8825,Orange, UMTS   ,Dzierżoniów   
8826,Orange, UMTS  5G ,Błażowa   
8827,Orange,GSM UMTS   ,Wojnicz   
8828,Orange,GSM UMTS LTE  ,Oleszyce   
8829,Konkurent_3,GSM  LTE  ,Łapy   
8830,Orange,GSM  LTE  ,Międzyzdroje   
8831,Konkurent_2,   5G ,Brzozów   
8832,Konkurent_2,GSM    ,Połaniec   
8833,Orange, UMTS   ,Połczyn-Zdrój   
8834,Konkurent_2,  LTE 5G ,Łomża   
8835,Orange,  LTE  ,Daleszyce   
8836,Konkurent_2,  LTE  ,Tarnów   
8837,Konkurent_2,GSM UMTS   IOT,Buk   
8838,Orange,GSM    ,Złotów   
8839,Konkurent_3, UMTS   ,Puck   
8840,Konkurent_3,GSM UMTS   ,Swarzędz   
8841,Orange,GSM    ,Andrychów   
8842,Konkurent_3,GSM UMTS  5G ,Rawa Mazowiecka  
8843,Konkurent_3,GSM  LTE 5G ,Lubaczów   
8844,Konkurent_2,GSM UMTS   ,Cieszyn   
8845,Konkurent_3,    IOT,Zakliczyn   
8846,Konkurent_2, UMTS LTE  ,Sępólno Krajeńskie  
8847,Konkurent_1,  LTE  ,Tuliszków   
8848,Konkurent_3,   5G ,Augustów   
8849,Orange,GSM  LTE  ,Niepołomice   
8850,Konkurent_2, UMTS   ,Ostrzeszów   
8851,Orange,GSM    IOT,Nowe Miasto nad Pilicą
8852,Orange, UMTS   ,Dobrodzień   
8853,Konkurent_2,GSM   5G ,Lubań   
8854,Konkurent_1,GSM UMTS   ,Zbąszyń   
8855,Konkurent_2,  LTE  ,Głowno   
8856,Konkurent_3,GSM UMTS LTE  ,Lębork   
8857,Konkurent_3,GSM   5G IOT,Świdwin   
8858,Konkurent_2, UMTS   ,Malbork   
8859,Orange,  LTE  IOT,Kalisz Pomorski  
8860,Konkurent_2,GSM UMTS LTE  ,Nowe Miasteczko  
8861,Konkurent_2,GSM UMTS   ,Wąbrzeźno   
8862,Konkurent_3,GSM    ,Sławków   
8863,Orange,GSM UMTS LTE  ,Bychawa   
8864,Konkurent_3,GSM  LTE 5G ,Lublin   
8865,Konkurent_2,GSM    ,Hajnówka   
8866,Konkurent_2,GSM UMTS   ,Iława   
8867,Konkurent_3, UMTS LTE  ,Siemianowice Śląskie  
8868,Konkurent_3, UMTS   IOT,Wyszków   
8869,Orange,GSM UMTS LTE  ,Frampol   
8870,Orange,  LTE  ,Tuczno   
8871,Konkurent_2,  LTE  ,Izbica Kujawska  
8872,Konkurent_2,   5G ,Żabno   
8873,Orange, UMTS LTE 5G ,Kuźnia Raciborska  
8874,Konkurent_2,GSM  LTE  ,Tarnobrzeg   
8875,Konkurent_3, UMTS LTE 5G ,Jastrowie   
8876,Konkurent_2, UMTS LTE 5G ,Pszów   
8877,Konkurent_3,  LTE  ,Przemyśl   
8878,Orange,GSM  LTE  IOT,Górzno   
8879,Konkurent_2, UMTS   ,Lublin   
8880,Konkurent_2,GSM    ,Zielona Góra  
8881,Orange, UMTS   ,Krasnystaw   
8882,Konkurent_2, UMTS   ,Góra Kalwaria  
8883,Konkurent_2,  LTE  ,Łęczna   
8884,Konkurent_2, UMTS LTE  ,Knurów   
8885,Konkurent_1,GSM  LTE 5G ,Krzepice   
8886,Orange,GSM  LTE  ,Ośno Lubuskie  
8887,Orange,GSM    ,Barwice   
8888,Orange,  LTE  ,Tolkmicko   
8889,Konkurent_3, UMTS  5G ,Gorlice   
8890,Konkurent_2,GSM   5G ,Kozienice   
8891,Konkurent_2,  LTE  ,Grybów   
8892,Orange,GSM  LTE  ,Żuromin   
8893,Konkurent_2,  LTE  ,Wysoka   
8894,Orange,  LTE 5G ,Siemianowice Śląskie  
8895,Konkurent_2, UMTS  5G ,Pyzdry   
8896,Konkurent_2,GSM  LTE  ,Rydułtowy   
8897,Konkurent_2,  LTE  ,Bisztynek   
8898,Konkurent_2,GSM UMTS  5G ,Warta   
8899,Konkurent_2,GSM UMTS LTE  ,Dynów   
8900,Orange,GSM  LTE 5G ,Korsze   
8901,Konkurent_3,GSM    ,Lesko   
8902,Konkurent_2,GSM    ,Opole   
8903,Konkurent_3,  LTE  ,Chełmno   
8904,Orange,GSM UMTS   IOT,Sokołów Podlaski  
8905,Orange, UMTS LTE  ,Stary Sącz  
8906,Konkurent_3,  LTE  ,Okonek   
8907,Konkurent_1,   5G ,Pilzno   
8908,Konkurent_1,GSM   5G ,Puławy   
8909,Konkurent_3, UMTS LTE 5G ,Żelechów   
8910,Konkurent_2,GSM UMTS   ,Kołaczyce   
8911,Konkurent_2, UMTS   ,Karpacz   
8912,Konkurent_2,GSM    ,Łazy   
8913,Orange, UMTS  5G ,Legionowo   
8914,Konkurent_3,   5G ,Sokołów Podlaski  
8915,Konkurent_2,GSM UMTS LTE  IOT,Świątniki Górne  
8916,Konkurent_2,GSM  LTE  IOT,Działoszyce   
8917,Orange,GSM UMTS   ,Pilawa   
8918,Konkurent_2, UMTS LTE 5G ,Elbląg   
8919,Orange, UMTS LTE  ,Mielec   
8920,Konkurent_2,   5G ,Szczawnica   
8921,Konkurent_2,   5G ,Lubień Kujawski  
8922,Konkurent_2,GSM UMTS LTE  ,Tuszyn   
8923,Konkurent_1, UMTS LTE 5G ,Niemodlin   
8924,Konkurent_1,  LTE  ,Bieżuń   
8925,Konkurent_2,GSM  LTE  IOT,Kętrzyn   
8926,Konkurent_3,GSM  LTE  ,Dąbrowa Białostocka  
8927,Konkurent_3, UMTS LTE  ,Hrubieszów   
8928,Orange,  LTE  ,Jastrowie   
8929,Konkurent_3,    IOT,Dobrzyca   
8930,Konkurent_3,GSM  LTE  ,Łobez   
8931,Konkurent_3, UMTS LTE  ,Wisła   
8932,Konkurent_2,GSM    ,Wolin   
8933,Konkurent_1,GSM  LTE  ,Tychowo   
8934,Konkurent_3,GSM  LTE  ,Łomża   
8935,Konkurent_3,  LTE  ,Gościno   
8936,Konkurent_3,    IOT,Strzyżów   
8937,Konkurent_2,GSM  LTE  ,Zakroczym   
8938,Konkurent_3, UMTS   ,Dobrzany   
8939,Konkurent_2, UMTS LTE  IOT,Wolin   
8940,Orange, UMTS LTE  ,Chełm   
8941,Konkurent_2,GSM UMTS  5G ,Lubień Kujawski  
8942,Orange, UMTS LTE  ,Opatów   
8943,Konkurent_2,  LTE  ,Tyczyn   
8944,Konkurent_2, UMTS LTE  ,Maków Podhalański  
8945,Orange,GSM   5G ,Rejowiec Fabryczny  
8946,Konkurent_3,GSM    ,Stary Sącz  
8947,Orange,  LTE  ,Nowe Miasteczko  
8948,Orange,   5G ,Wasilków   
8949,Orange,GSM UMTS LTE  ,Ząbkowice Śląskie  
8950,Konkurent_3,GSM UMTS LTE  ,Zawadzkie   
8951,Konkurent_2,GSM  LTE  ,Wolbrom   
8952,Konkurent_3,  LTE  ,Wodzisław Śląski  
8953,Orange,GSM    ,Starogard Gdański  
8954,Konkurent_2,  LTE 5G ,Dobra   
8955,Konkurent_3,   5G ,Andrychów   
8956,Konkurent_2,GSM UMTS LTE  ,Tłuszcz   
8957,Konkurent_2, UMTS LTE  ,Czerniejewo   
8958,Orange,GSM  LTE 5G ,Wolin   
8959,Konkurent_3,GSM  LTE 5G ,Dolsk   
8960,Konkurent_2,   5G ,Witnica   
8961,Konkurent_2, UMTS LTE  ,Raszków   
8962,Orange,  LTE  ,Mogielnica   
8963,Orange,GSM UMTS  5G ,Janikowo   
8964,Orange, UMTS   ,Odolanów   
8965,Konkurent_1, UMTS   ,Miłomłyn   
8966,Konkurent_3, UMTS   ,Brusy   
8967,Orange, UMTS LTE 5G ,Józefów   
8968,Konkurent_3,GSM  LTE  IOT,Rypin   
8969,Konkurent_1,GSM  LTE  ,Żyrardów   
8970,Orange, UMTS LTE  ,Cybinka   
8971,Konkurent_2,GSM UMTS LTE 5G ,Grójec   
8972,Konkurent_2,  LTE  ,Bychawa   
8973,Konkurent_2,GSM    IOT,Józefów   
8974,Konkurent_1,GSM    ,Czechowice-Dziedzice   
8975,Orange,GSM    ,Pisz   
8976,Konkurent_2,  LTE 5G ,Dobra   
8977,Konkurent_2,  LTE  ,Cieszanów   
8978,Konkurent_3,  LTE  ,Strumień   
8979,Konkurent_2,GSM UMTS LTE  ,Tykocin   
8980,Konkurent_2, UMTS   ,Polanica-Zdrój   
8981,Konkurent_2,GSM  LTE 5G ,Radłów   
8982,Orange, UMTS LTE  IOT,Raszków   
8983,Konkurent_1,GSM  LTE  ,Krynica Morska  
8984,Konkurent_3,  LTE  ,Bydgoszcz   
8985,Orange, UMTS LTE  ,Giżycko   
8986,Konkurent_3,   5G ,Konstancin-Jeziorna   
8987,Konkurent_1,GSM  LTE  ,Środa Śląska  
8988,Konkurent_1, UMTS   ,Brzeg Dolny  
8989,Konkurent_2, UMTS LTE 5G ,Goleniów   
8990,Orange,GSM UMTS LTE  ,Koziegłowy   
8991,Orange, UMTS   ,Ujście   
8992,Orange,GSM UMTS   ,Tomaszów Mazowiecki  
8993,Konkurent_2,GSM UMTS  5G ,Sępólno Krajeńskie  
8994,Konkurent_2,   5G IOT,Piastów   
8995,Orange, UMTS   ,Orneta   
8996,Konkurent_2,GSM UMTS   ,Strzegom   
8997,Konkurent_3,  LTE  ,Łowicz   
8998,Konkurent_2,GSM UMTS LTE  ,Sława   
8999,Konkurent_3,GSM UMTS LTE  ,Węgorzyno   
9000,Konkurent_2, UMTS  5G ,Kolonowskie   
9001,Orange,GSM UMTS LTE  ,Chojnów   
9002,Orange,GSM  LTE  ,Wałcz   
9003,Konkurent_1,  LTE  ,Pleszew   
9004,Konkurent_3,GSM    ,Stoczek Łukowski  
9005,Konkurent_1,GSM  LTE  ,Suchedniów   
9006,Konkurent_3,  LTE  ,Barlinek   
9007,Konkurent_1,    IOT,Sułkowice   
9008,Konkurent_3, UMTS LTE  ,Tuliszków   
9009,Konkurent_1,GSM UMTS  5G ,Rydzyna   
9010,Orange,    IOT,Gołdap   
9011,Konkurent_2,GSM    ,Brwinów   
9012,Konkurent_3,  LTE  ,Wleń   
9013,Konkurent_2,  LTE 5G ,Ośno Lubuskie  
9014,Orange,GSM  LTE  ,Oborniki Śląskie  
9015,Konkurent_2,GSM  LTE  ,Wołczyn   
9016,Orange,  LTE  ,Lubomierz   
9017,Orange,  LTE  ,Żagań   
9018,Konkurent_3, UMTS   ,Konin   
9019,Konkurent_1, UMTS   ,Czerniejewo   
9020,Orange,GSM   5G ,Otwock   
9021,Konkurent_2,  LTE  IOT,Nowy Targ  
9022,Konkurent_3,GSM  LTE  ,Kępno   
9023,Konkurent_3,GSM    ,Sosnowiec   
9024,Konkurent_3,GSM  LTE  ,Kędzierzyn-Koźle   
9025,Konkurent_2,  LTE  ,Bytom   
9026,Konkurent_3,GSM    ,Wisła   
9027,Konkurent_2, UMTS  5G ,Puszczykowo   
9028,Orange,   5G ,Krzanowice   
9029,Konkurent_2,GSM   5G ,Warka   
9030,Konkurent_3,GSM    ,Stoczek Łukowski  
9031,Orange,GSM UMTS   ,Piaski   
9032,Konkurent_3,  LTE  ,Jawor   
9033,Konkurent_2,  LTE 5G IOT,Wąsosz   
9034,Konkurent_3,  LTE  ,Boguszów-Gorce   
9035,Konkurent_2,GSM  LTE  ,Goleniów   
9036,Konkurent_1,GSM  LTE  ,Błaszki   
9037,Orange,   5G ,Lubartów   
9038,Konkurent_1, UMTS LTE 5G ,Działoszyce   
9039,Orange,GSM    IOT,Czerwionka-Leszczyny   
9040,Orange,  LTE  ,Lwówek   
9041,Konkurent_2,GSM  LTE  ,Krzepice   
9042,Konkurent_3, UMTS LTE  ,Przemków   
9043,Orange,GSM UMTS   ,Tarczyn   
9044,Konkurent_2, UMTS LTE  ,Suchedniów   
9045,Konkurent_1, UMTS LTE 5G ,Suwałki   
9046,Konkurent_2, UMTS  5G ,Zawadzkie   
9047,Konkurent_2, UMTS LTE  ,Leszno   
9048,Konkurent_2,GSM UMTS   ,Zgorzelec   
9049,Konkurent_3, UMTS LTE  ,Prudnik   
9050,Konkurent_3,GSM    ,Mińsk Mazowiecki  
9051,Konkurent_2, UMTS LTE  ,Nowa Sól  
9052,Orange, UMTS  5G ,Janów Lubelski  
9053,Konkurent_2,GSM UMTS  5G IOT,Józefów   
9054,Konkurent_3, UMTS  5G ,Ogrodzieniec   
9055,Konkurent_1, UMTS LTE  ,Sianów   
9056,Konkurent_3,GSM   5G ,Oborniki Śląskie  
9057,Konkurent_3,  LTE  IOT,Paczków   
9058,Konkurent_2,  LTE  ,Koprzywnica   
9059,Orange,  LTE  ,Goleniów   
9060,Konkurent_3,  LTE 5G ,Kleczew   
9061,Konkurent_3,GSM    ,Grodków   
9062,Orange, UMTS   ,Radzymin   
9063,Orange, UMTS   ,Koło   
9064,Konkurent_2, UMTS   ,Zawadzkie   
9065,Konkurent_2,GSM  LTE 5G ,Kalisz Pomorski  
9066,Orange,  LTE 5G ,Kargowa   
9067,Orange, UMTS LTE 5G ,Olszyna   
9068,Konkurent_2,GSM UMTS   ,Szamocin   
9069,Konkurent_3,GSM    IOT,Miechów   
9070,Konkurent_2,   5G ,Trzcianka   
9071,Orange,GSM  LTE  ,Konstantynów Łódzki  
9072,Konkurent_1,GSM    ,Praszka   
9073,Konkurent_2, UMTS   ,Gąbin   
9074,Konkurent_3, UMTS   ,Mrozy   
9075,Konkurent_2, UMTS   ,Wadowice   
9076,Orange, UMTS   IOT,Sępólno Krajeńskie  
9077,Konkurent_2, UMTS   ,Mikstat   
9078,Konkurent_3,GSM  LTE  ,Myszyniec   
9079,Konkurent_2,GSM UMTS  5G ,Kunów   
9080,Konkurent_3, UMTS   ,Poznań   
9081,Konkurent_2, UMTS   ,Rychwał   
9082,Orange,GSM   5G ,Tychowo   
9083,Orange,   5G ,Mielec   
9084,Orange, UMTS  5G ,Drawno   
9085,Konkurent_1,GSM  LTE  ,Limanowa   
9086,Konkurent_3, UMTS LTE  ,Skaryszew   
9087,Konkurent_3,GSM UMTS  5G ,Kargowa   
9088,Konkurent_2,GSM    ,Sępopol   
9089,Konkurent_2,  LTE 5G ,Płoty   
9090,Konkurent_2,  LTE 5G ,Pasłęk   
9091,Orange,  LTE  ,Barwice   
9092,Orange, UMTS   ,Pleszew   
9093,Konkurent_3,GSM  LTE  ,Stęszew   
9094,Konkurent_2,  LTE  ,Konstantynów Łódzki  
9095,Orange,  LTE  ,Krosno   
9096,Konkurent_2,GSM    ,Słupca   
9097,Konkurent_2,GSM    ,Pakość   
9098,Konkurent_2,   5G ,Brwinów   
9099,Orange, UMTS LTE  ,Wąbrzeźno   
9100,Konkurent_2,GSM  LTE 5G ,Tuczno   
9101,Konkurent_3,GSM UMTS LTE  ,Bochnia   
9102,Konkurent_3, UMTS  5G ,Nasielsk   
9103,Konkurent_3,GSM    ,Chorzów   
9104,Konkurent_2, UMTS   ,Ryki   
9105,Orange,  LTE  ,Nowe Warpno  
9106,Konkurent_2,GSM UMTS  5G ,Dębica   
9107,Konkurent_2, UMTS   ,Ryki   
9108,Konkurent_3, UMTS   ,Pruchnik   
9109,Konkurent_2,GSM  LTE  ,Tuszyn   
9110,Orange,GSM    ,Strzyżów   
9111,Konkurent_1,  LTE  ,Drawsko Pomorskie  
9112,Orange,  LTE  ,Świeradów-Zdrój   
9113,Konkurent_3, UMTS   ,Gozdnica   
9114,Konkurent_3,GSM    ,Witkowo   
9115,Orange,  LTE  ,Tarczyn   
9116,Konkurent_1,GSM    ,Jelenia Góra  
9117,Orange,  LTE 5G ,Mszczonów   
9118,Orange,GSM UMTS  5G ,Morąg   
9119,Konkurent_1, UMTS  5G IOT,Barwice   
9120,Orange,GSM  LTE 5G ,Brzeszcze   
9121,Konkurent_3, UMTS LTE  ,Stargard   
9122,Konkurent_3, UMTS   ,Imielin   
9123,Konkurent_3,GSM   5G ,Szczuczyn   
9124,Konkurent_3,GSM UMTS   ,Wleń   
9125,Orange,  LTE  ,Starogard Gdański  
9126,Konkurent_3,GSM    ,Zaklików   
9127,Konkurent_2,GSM UMTS LTE  ,Szczyrk   
9128,Konkurent_2,   5G ,Mirsk   
9129,Konkurent_2,  LTE  ,Lubień Kujawski  
9130,Orange,GSM UMTS   ,Trzcianka   
9131,Konkurent_3,   5G ,Żychlin   
9132,Konkurent_3,  LTE  ,Nowy Dwór Mazowiecki 
9133,Konkurent_2,GSM    IOT,Gdańsk   
9134,Orange,  LTE  ,Świecie   
9135,Orange,GSM  LTE 5G ,Sulmierzyce   
9136,Orange,GSM  LTE  ,Mordy   
9137,Konkurent_1,GSM  LTE  ,Radziejów   
9138,Orange, UMTS LTE  ,Wojnicz   
9139,Orange,GSM    ,Jordanów   
9140,Orange,GSM UMTS LTE  ,Kamienna Góra  
9141,Konkurent_3,  LTE 5G IOT,Mieszkowice   
9142,Konkurent_2,GSM    ,Wałcz   
9143,Orange,   5G ,Śrem   
9144,Konkurent_3,GSM UMTS   ,Golub-Dobrzyń   
9145,Orange, UMTS   ,Mosina   
9146,Konkurent_2,  LTE  ,Chełmek   
9147,Orange, UMTS  5G ,Oborniki Śląskie  
9148,Konkurent_1, UMTS LTE  ,Kościerzyna   
9149,Konkurent_2,GSM UMTS   ,Maszewo   
9150,Orange,GSM UMTS   ,Oława   
9151,Konkurent_3,GSM UMTS   ,Węgorzyno   
9152,Konkurent_3,GSM    ,Pasym   
9153,Orange,GSM UMTS   ,Kępice   
9154,Konkurent_3, UMTS LTE  ,Sępólno Krajeńskie  
9155,Konkurent_2,GSM UMTS   ,Tuczno   
9156,Konkurent_2,  LTE 5G ,Brańsk   
9157,Konkurent_2,GSM   5G IOT,Rajgród   
9158,Orange,GSM UMTS LTE  ,Brzozów   
9159,Konkurent_1, UMTS   ,Kąty Wrocławskie  
9160,Orange, UMTS LTE  ,Piaseczno   
9161,Konkurent_2, UMTS  5G ,Piastów   
9162,Konkurent_1,GSM UMTS   ,Reszel   
9163,Konkurent_3,GSM  LTE  IOT,Sejny   
9164,Konkurent_3,GSM    ,Pieniężno   
9165,Orange,GSM    ,Biecz   
9166,Konkurent_1,  LTE  IOT,Góra   
9167,Orange,GSM UMTS   IOT,Tarnogród   
9168,Orange,GSM UMTS LTE  ,Rydzyna   
9169,Konkurent_3,   5G ,Sławków   
9170,Konkurent_3,GSM UMTS   ,Brańsk   
9171,Orange,GSM    ,Miasteczko Śląskie  
9172,Konkurent_3,GSM UMTS LTE 5G ,Pogorzela   
9173,Konkurent_2,GSM UMTS   IOT,Wejherowo   
9174,Konkurent_1,   5G ,Czarna Woda  
9175,Konkurent_1,GSM  LTE  ,Chojnów   
9176,Orange,GSM    ,Nowy Dwór Gdański 
9177,Orange, UMTS LTE 5G IOT,Jedlina-Zdrój   
9178,Orange,GSM  LTE  ,Paczków   
9179,Konkurent_3, UMTS LTE 5G ,Biała Piska  
9180,Orange,   5G ,Wieleń   
9181,Konkurent_3, UMTS   ,Żagań   
9182,Konkurent_2, UMTS LTE  ,Świdwin   
9183,Konkurent_2,GSM UMTS   ,Wisła   
9184,Konkurent_2, UMTS   ,Skaryszew   
9185,Orange, UMTS   ,Działoszyn   
9186,Konkurent_2,  LTE  ,Nowy Staw  
9187,Konkurent_3,  LTE 5G ,Dynów   
9188,Konkurent_3,GSM   5G ,Gniezno   
9189,Orange,GSM  LTE  IOT,Drobin   
9190,Konkurent_2,GSM    ,Krasnobród   
9191,Konkurent_2,  LTE  ,Skoki   
9192,Konkurent_3,   5G ,Mogielnica   
9193,Orange,GSM    IOT,Łaszczów   
9194,Orange,GSM   5G ,Leszno   
9195,Orange,   5G ,Ożarów Mazowiecki  
9196,Konkurent_2,GSM UMTS  5G ,Wołów   
9197,Orange,GSM UMTS   ,Torzym   
9198,Konkurent_2,GSM  LTE  ,Goleniów   
9199,Konkurent_1, UMTS LTE 5G ,Brzeszcze   
9200,Konkurent_3,GSM  LTE  ,Kłecko   
9201,Orange, UMTS LTE  ,Warta   
9202,Konkurent_3,  LTE  IOT,Szczawnica   
9203,Orange,  LTE  ,Łeba   
9204,Orange,   5G ,Kamienna Góra  
9205,Konkurent_1,  LTE  ,Bełżyce   
9206,Konkurent_2,  LTE  IOT,Olsztynek   
9207,Konkurent_2,GSM    ,Lubawka   
9208,Orange,GSM    ,Oleśnica   
9209,Orange,GSM UMTS  5G ,Tczew   
9210,Konkurent_2,  LTE 5G ,Barwice   
9211,Orange,  LTE 5G ,Suwałki   
9212,Konkurent_2,GSM  LTE 5G ,Woźniki   
9213,Konkurent_1, UMTS LTE  ,Kórnik   
9214,Konkurent_2,GSM    ,Ujście   
9215,Orange,GSM  LTE  ,Trzebiatów   
9216,Konkurent_3,GSM    ,Łuków   
9217,Orange,GSM  LTE  ,Chocz   
9218,Konkurent_2,  LTE  ,Strumień   
9219,Orange,  LTE  ,Tychowo   
9220,Konkurent_2,  LTE  ,Pionki   
9221,Orange, UMTS   ,Wąsosz   
9222,Orange,GSM   5G ,Tomaszów Lubelski  
9223,Konkurent_3, UMTS   ,Kalisz Pomorski  
9224,Konkurent_2,   5G ,Łochów   
9225,Konkurent_2,  LTE  ,Wejherowo   
9226,Konkurent_1, UMTS   ,Złocieniec   
9227,Konkurent_1,   5G IOT,Lubartów   
9228,Orange,  LTE  ,Łazy   
9229,Konkurent_2,GSM  LTE  ,Trzciel   
9230,Konkurent_3,GSM UMTS  5G ,Gubin   
9231,Konkurent_2,   5G ,Dolsk   
9232,Konkurent_2,GSM UMTS  5G IOT,Świebodzice   
9233,Konkurent_2,GSM UMTS   ,Świdnica   
9234,Orange, UMTS   ,Barcin   
9235,Orange,GSM    ,Pionki   
9236,Orange, UMTS LTE 5G IOT,Sułkowice   
9237,Konkurent_1, UMTS   IOT,Gorzów Śląski  
9238,Konkurent_1,GSM UMTS   ,Drobin   
9239,Konkurent_3,GSM UMTS LTE  ,Książ Wielkopolski  
9240,Konkurent_2,GSM UMTS LTE  ,Wisła   
9241,Orange,  LTE  ,Luboń   
9242,Orange,   5G ,Gorzów Wielkopolski  
9243,Konkurent_3, UMTS  5G ,Urzędów   
9244,Konkurent_2,GSM    ,Witkowo   
9245,Konkurent_2,GSM    ,Przasnysz   
9246,Orange,GSM UMTS LTE  IOT,Aleksandrów Kujawski  
9247,Konkurent_2,GSM  LTE  ,Baranów Sandomierski  
9248,Orange,  LTE  ,Jarocin   
9249,Konkurent_1,GSM  LTE  ,Wejherowo   
9250,Orange,GSM  LTE  IOT,Wiązów   
9251,Konkurent_1,  LTE  ,Sępopol   
9252,Orange,GSM  LTE  ,Bodzentyn   
9253,Konkurent_1, UMTS LTE 5G IOT,Krzepice   
9254,Konkurent_2,GSM UMTS   ,Sława   
9255,Konkurent_3, UMTS   ,Głowno   
9256,Konkurent_1,  LTE 5G ,Drawsko Pomorskie  
9257,Orange,GSM    ,Rychwał   
9258,Konkurent_2,GSM  LTE  IOT,Oleszyce   
9259,Orange,  LTE  ,Olesno   
9260,Konkurent_2,  LTE  ,Biecz   
9261,Orange, UMTS  5G ,Susz   
9262,Orange,   5G ,Wschowa   
9263,Orange,GSM    ,Sulęcin   
9264,Orange,GSM UMTS LTE  ,Nakło nad Notecią 
9265,Konkurent_2,GSM UMTS LTE  ,Ciechanów   
9266,Konkurent_1, UMTS LTE  ,Nowogard   
9267,Konkurent_2,GSM  LTE  ,Sędziszów Małopolski  
9268,Konkurent_2,  LTE 5G ,Żerków   
9269,Konkurent_2, UMTS LTE  IOT,Drawno   
9270,Orange,GSM   5G ,Józefów   
9271,Konkurent_3,  LTE  ,Sieradz   
9272,Orange,GSM UMTS   ,Łasin   
9273,Konkurent_3,GSM   5G ,Biecz   
9274,Konkurent_3,  LTE  IOT,Ustroń   
9275,Konkurent_3,GSM UMTS  5G ,Świątniki Górne  
9276,Orange,GSM  LTE  ,Czarne   
9277,Orange,  LTE  ,Pilawa   
9278,Konkurent_2,  LTE  ,Rawa Mazowiecka  
9279,Konkurent_1,GSM    ,Andrychów   
9280,Konkurent_3, UMTS LTE  ,Złocieniec   
9281,Konkurent_2, UMTS   IOT,Wolbórz   
9282,Orange,GSM  LTE  ,Bełżyce   
9283,Orange,GSM    ,Międzyzdroje   
9284,Konkurent_2,GSM    IOT,Bierutów   
9285,Orange,GSM  LTE  ,Kamienna Góra  
9286,Konkurent_1,GSM    ,Kobylin   
9287,Orange,GSM  LTE  ,Siedliszcze   
9288,Konkurent_1, UMTS   ,Dębica   
9289,Konkurent_2,GSM UMTS   ,Bychawa   
9290,Konkurent_2,  LTE  ,Dobrzyń nad Wisłą 
9291,Orange,  LTE 5G ,Witkowo   
9292,Konkurent_2,GSM UMTS LTE  ,Szamocin   
9293,Konkurent_3,GSM UMTS LTE 5G ,Chełm   
9294,Konkurent_1, UMTS LTE  ,Stąporków   
9295,Konkurent_3, UMTS LTE  ,Złoty Stok  
9296,Konkurent_2,GSM  LTE 5G IOT,Działoszyn   
9297,Konkurent_1,  LTE  ,Lębork   
9298,Konkurent_3,GSM    ,Bielsko-Biała   
9299,Orange,  LTE  ,Zagórów   
9300,Konkurent_3,GSM UMTS LTE  ,Świdwin   
9301,Orange,GSM UMTS  5G ,Rajgród   
9302,Orange,  LTE  IOT,Borne Sulinowo  
9303,Konkurent_2,  LTE  ,Dobrodzień   
9304,Konkurent_2,GSM UMTS LTE  ,Rudnik nad Sanem 
9305,Orange,GSM    ,Pińczów   
9306,Konkurent_2, UMTS   ,Warta   
9307,Orange,  LTE  ,Kolonowskie   
9308,Orange,  LTE  ,Skierniewice   
9309,Konkurent_3,GSM   5G ,Iława   
9310,Konkurent_2,GSM  LTE  ,Czyżew   
9311,Orange,GSM  LTE  ,Pniewy   
9312,Konkurent_3,GSM    ,Lębork   
9313,Konkurent_2,GSM   5G ,Kobyłka   
9314,Konkurent_3,GSM UMTS LTE  ,Bolesławiec   
9315,Konkurent_2,GSM    ,Prusice   
9316,Konkurent_3,GSM  LTE  IOT,Jastarnia   
9317,Konkurent_3,GSM  LTE  IOT,Tomaszów Mazowiecki  
